,wine_name,vintage,winery_name,wine_style,wine_type,natural_wine,ratings_average,ratings_count,taste_acidity,taste_fizziness,taste_intensity,taste_sweetness,taste_tannin,flavor_score_black_fruit,flavor_score_citrus_fruit,flavor_score_dried_fruit,flavor_score_earth,flavor_score_floral,flavor_score_microbio,flavor_score_non_oak,flavor_score_oak,flavor_score_red_fruit,flavor_score_spices,flavor_score_tree_fruit,flavor_score_tropical_fruit,flavor_score_vegetal,grape_Cabernet Franc,grape_Cabernet Sauvignon,grape_Carménère,grape_Chardonnay,grape_Gewürztraminer,grape_Grenache,grape_Malbec,grape_Merlot,grape_Mourvedre,grape_Petit Verdot,grape_Petite Sirah,grape_Pinot Gris,grape_Pinot Noir,grape_Sauvignon Blanc,grape_Shiraz/Syrah,grape_Sémillon,grape_Zinfandel,years_old,num_grapes_used,is_blend,is_red
1744,Tenshen Red 2015,2015,Tenshen,Californian Rhône Blend Red,Rhône Blend Red,0,0.611111111111111,0.007890346724378917,0.85056992852179,0.0,0.9886637869645515,0.5436750651098752,0.7984986703346412,0.21618625277161865,0.014412416851441241,0.028824833702882482,0.12749445676274945,0.014412416851441241,0.026607538802660757,0.11197339246119734,0.16851441241685144,0.16186252771618626,0.10421286031042128,0.0077605321507760545,0.005543237250554324,0.012195121951219513,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.10256410256410256,0.4,1,1
1745,Cline Pinot Noir 2018,2018,Cline,Californian Pinot Noir,Pinot Noir,0,0.44444444444444453,0.007845259028811037,0.8472886250448389,0.0,0.6106512304127222,0.4789300102816199,0.4895814758188263,0.04989384288747346,0.0053078556263269645,0.011146496815286623,0.1300424628450106,0.006369426751592357,0.028662420382165606,0.1597664543524416,0.2361995753715499,0.22664543524416134,0.1300424628450106,0.004777070063694267,0.0,0.011146496815286623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02564102564102564,0.0,0,1
1746,Kenzo Estate Rindo Red 2016,2016,Kenzo Estate,Californian Red Blend,Red Blend,0,0.7777777777777776,0.007845259028811037,0.935068085320454,0.0,0.9269502880261667,0.4850713092151561,0.7750132865112129,0.16310679611650486,0.007766990291262136,0.019417475728155338,0.12427184466019416,0.017475728155339806,0.03300970873786408,0.1553398058252427,0.22524271844660196,0.1029126213592233,0.1300970873786408,0.007766990291262136,0.005825242718446602,0.007766990291262136,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.07692307692307693,0.6,1,1
1747,Three Wishes Merlot,2019,Three Wishes,Californian Merlot,Merlot,0,0.055555555555555594,0.007755083637675278,0.4583939859571164,0.0,0.7226513478778395,0.5449865352563475,0.4952961969966399,0.13114754098360654,0.016393442622950817,0.016393442622950817,0.11475409836065575,0.016393442622950817,0.049180327868852465,0.11475409836065575,0.2459016393442623,0.13114754098360654,0.14754098360655735,0.0,0.0,0.016393442622950817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
1748,Chateau Montelena Cabernet Sauvignon (Calistoga Cuvée) 2009,2009,Chateau Montelena,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.007755083637675278,0.8333611481853345,0.0,0.9538194426045579,0.4341771165947061,0.7683948105708626,0.17971723762914624,0.006797172376291463,0.01277868406742795,0.12561174551386622,0.0059815116911364884,0.026373028820010875,0.14301250679717234,0.22294725394236,0.12887438825448613,0.1245241979336596,0.0054377379010331715,0.002175095160413268,0.015769439912996192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2564102564102564,0.0,0,1
1749,Apothic Red (Winemaker's Blend) 2008,2008,Apothic,Californian Red Blend,Red Blend,0,0.44444444444444453,0.0076649082465395195,0.9466519139369455,0.0,0.9867084821989991,0.6321241771183334,0.7793838894458999,0.10219498289623716,0.002494298745724059,0.016177309007981755,0.09243158494868872,0.0047748004561003424,0.03320980615735462,0.1961231470923603,0.2703107183580388,0.11808722919042187,0.15193842645381986,0.004489737742303307,0.0018529076396807296,0.005915051311288485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.28205128205128205,0.6,1,1
1750,Caymus Cabernet Sauvignon 2008,2008,Caymus,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.8888888888888888,0.007168943595292844,0.8156409484846572,0.0,0.9699860647701203,0.5503516272296426,0.737391229943684,0.17480622597517173,0.00277270149347785,0.021866532232654858,0.10895456550507278,0.0070577856197618,0.030247652656122004,0.15640557060936414,0.2511815489318798,0.10000630159430336,0.1365555485537841,0.0034658768668473124,0.000882223202470225,0.00579746675909005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28205128205128205,0.0,0,1
1751,Au Bon Climat Pinot Noir Santa Barbara County 2015,2015,Au Bon Climat,Californian Pinot Noir,Pinot Noir,0,0.4999999999999999,0.007168943595292844,0.8598363154332556,0.0,0.5910678052423503,0.457463789033978,0.48295311106287847,0.06266786034019696,0.005819158460161146,0.01342882721575649,0.1718889883616831,0.01611459265890779,0.04923903312444047,0.09400179051029543,0.1857654431512981,0.2757385854968666,0.10026857654431512,0.008057296329453895,0.0013428827215756492,0.01566696508504924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10256410256410256,0.0,0,1
1752,Ca' Momi Rosso di Napa 2014,2014,Ca' Momi,Californian Red Blend,Red Blend,0,0.4999999999999999,0.007078768204157085,0.9477884449544894,0.0,0.9909994780811267,0.42824874067396906,0.7383250199666481,0.16878402903811252,0.007259528130671506,0.014519056261343012,0.12159709618874773,0.007259528130671506,0.04174228675136117,0.13793103448275862,0.2323049001814882,0.13430127041742287,0.11978221415607986,0.007259528130671506,0.0018148820326678765,0.0054446460980036296,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.1282051282051282,0.6,1,1
1753,Rodney Strong Upshot Red Blend 2016,2016,Rodney Strong,Californian Red Blend,Red Blend,0,0.611111111111111,0.007078768204157085,0.9215196970543801,0.0,0.9435790043722994,0.4976608894444488,0.759589062315305,0.20907617504051865,0.0032414910858995136,0.006482982171799027,0.11183144246353324,0.014586709886547812,0.029173419773095625,0.13290113452188007,0.2171799027552674,0.15883306320907614,0.11021069692058348,0.0,0.0,0.006482982171799027,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.07692307692307693,0.6,1,1
1754,Avalon Cabernet Sauvignon (CAB) 2011,2011,Avalon,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.3333333333333333,0.007033680508589206,0.7414703964334028,0.0,0.9688584764976531,0.4974147587870297,0.7820232811763237,0.15267175572519084,0.003469812630117973,0.018736988202637056,0.07702984038861901,0.0076335877862595426,0.03053435114503817,0.14920194309507287,0.2505204718945177,0.1457321304649549,0.14642609299097847,0.006939625260235947,0.0,0.011103400416377515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20512820512820512,0.0,0,1
1755,Block Nine Pinot Noir (Caiden's Vineyards) 2017,2017,Block Nine,Californian Pinot Noir,Pinot Noir,0,0.4999999999999999,0.007033680508589206,0.8454993308025818,0.0,0.6038686917965704,0.44381611356620365,0.4680338618863011,0.09229534510433386,0.0072231139646869984,0.013643659711075442,0.1492776886035313,0.011235955056179777,0.03451043338683788,0.12520064205457465,0.2086677367576244,0.2520064205457464,0.09149277688603533,0.004012841091492777,0.002407704654895666,0.008025682182985553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05128205128205128,0.0,0,1
1756,Clos du Bois Chardonnay 2016,2016,Clos du Bois,Californian Chardonnay,Chardonnay,0,0.27777777777777773,0.007033680508589206,0.7774535650761976,0.0,0.9580119643723123,0.788064552415717,0.0,0.0,0.09737098344693282,0.0014605647517039922,0.026290165530671858,0.004381694255111978,0.24780915287244398,0.060856864654333015,0.3081791626095424,0.0009737098344693283,0.04089581304771178,0.14313534566699124,0.024829600778967863,0.043816942551119765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0
1757,Frog's Leap Cabernet Sauvignon (Estate Grown) 2012,2012,Frog's Leap,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.6666666666666664,0.006943505117453447,0.8468893304758572,0.0,0.9527719441848156,0.42346000127614714,0.7794757240410983,0.18416523235800344,0.0068846815834767644,0.010327022375215149,0.16121629374641422,0.004016064257028112,0.024096385542168683,0.14400458978772232,0.2312105565117613,0.10900745840504876,0.1078600114744693,0.002294893861158921,0.0,0.014916810097532991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.0,0,1
1758,Tenshen Red 2016,2016,Tenshen,Californian Rhône Blend Red,Rhône Blend Red,0,0.5555555555555555,0.006943505117453447,0.85056992852179,0.0,0.9886637869645515,0.5436750651098752,0.7984986703346412,0.21618625277161865,0.014412416851441241,0.028824833702882482,0.12749445676274945,0.014412416851441241,0.026607538802660757,0.11197339246119734,0.16851441241685144,0.16186252771618626,0.10421286031042128,0.0077605321507760545,0.005543237250554324,0.012195121951219513,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.07692307692307693,0.4,1,1
1759,Opus One Opus One 2003,2003,Opus One,Napa Valley Bordeaux Blend,Bordeaux Blend,0,0.9444444444444442,0.006943505117453447,0.9445553664058536,0.0,0.9390699052144683,0.4827406889212748,0.7789537835945425,0.18472871511545544,0.003116588751947868,0.016857911885536196,0.16418756197761722,0.014732965009208104,0.033290834395806775,0.14095480946309674,0.23969400764980875,0.08740614817962884,0.1001558294375974,0.0022666100014166308,0.0016999575010624734,0.010908060631817538,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.41025641025641024,0.8,1,1
1760,Ménage à Trois White 2012,2012,Ménage à Trois,Californian White Blend,White Blend,0,0.38888888888888895,0.006943505117453447,0.5666933124294963,0.0,0.8008025812231445,0.7703802646214619,0.0,0.018050541516245487,0.2202166064981949,0.0,0.06859205776173287,0.01444043321299639,0.09747292418772564,0.036101083032490974,0.10830324909747292,0.05415162454873646,0.036101083032490974,0.18050541516245489,0.14801444043321302,0.018050541516245487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1794871794871795,0.2,1,0
1761,Orin Swift Mercury Head Cabernet Sauvignon 2014,2014,Orin Swift,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.9444444444444442,0.006898417421885568,0.8244854836107985,0.0,0.9642031526844685,0.5027929193883557,0.7829223335650097,0.1907709622960045,0.002250984805852561,0.018007878446820485,0.12324141812042767,0.01463140123804164,0.02701181767023073,0.13562183455261678,0.236916150815982,0.11311198649409115,0.1221159257175014,0.005627462014631401,0.0,0.010692177827799665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1282051282051282,0.0,0,1
1762,Franciscan Magnificat 2014,2014,Franciscan,Californian Bordeaux Blend,Bordeaux Blend,0,0.7222222222222222,0.006898417421885568,0.9549997984300862,0.0,0.9918026822253476,0.4327605178839393,0.8738800973963048,0.21392016376663256,0.0051177072671443205,0.015353121801432956,0.13920163766632548,0.007164790174002047,0.03480040941658137,0.14227226202661208,0.22824974411463664,0.10542476970317298,0.09518935516888434,0.002047082906857728,0.0,0.011258955987717504,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.1282051282051282,1.0,1,1
1763,Woodwork Cabernet Sauvignon 2015,2015,Woodwork,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.44444444444444453,0.006898417421885568,0.7293627799464437,0.0,0.9722219064920228,0.5113538559667965,0.7777602335180414,0.15666666666666668,0.0025,0.010833333333333334,0.05916666666666666,0.0033333333333333327,0.02583333333333333,0.16083333333333333,0.3308333333333333,0.11583333333333333,0.12083333333333332,0.005,0.0025,0.0058333333333333345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10256410256410256,0.0,0,1
1764,Bonterra Merlot 2015,2015,Bonterra,Californian Merlot,Merlot,0,0.44444444444444453,0.006898417421885568,0.4285209818605202,0.0,0.8027732163190924,0.5523897246854444,0.4770589851023264,0.1632016632016632,0.0010395010395010396,0.0062370062370062365,0.09251559251559252,0.002079002079002079,0.029106029106029108,0.11850311850311852,0.27546777546777546,0.19126819126819128,0.10083160083160084,0.004158004158004158,0.0010395010395010396,0.014553014553014554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10256410256410256,0.0,0,1
1765,Decoy Sonoma County Red 2011,2011,Decoy,Californian Red Blend,Red Blend,0,0.4999999999999999,0.006898417421885568,0.9377029935165023,0.0,0.9639615280707047,0.4767537215019151,0.7507404394746398,0.18677792041078306,0.002567394094993581,0.016046213093709884,0.09435173299101413,0.007060333761232348,0.024390243902439025,0.12708600770218229,0.2252888318356868,0.18485237483953787,0.11553273427471115,0.0051347881899871635,0.0,0.010911424903722721,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.20512820512820512,0.6,1,1
1766,Bonterra Chardonnay 2017,2017,Bonterra,Californian Chardonnay,Chardonnay,0,0.4999999999999999,0.006853329726317688,0.81090503519685,0.0,0.957924654298016,0.7863658625876937,0.0,0.0007059654076950228,0.10660077656194847,0.0007059654076950228,0.05153547476173667,0.0024708789269325803,0.1782562654429933,0.08224496999647017,0.2823861630780092,0.0021178962230850693,0.06847864454641722,0.15142957995058245,0.04165195905400635,0.03141546064242852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0
1767,Leese-Fitch Pinot Noir 2013,2013,Leese-Fitch,Californian Pinot Noir,Pinot Noir,0,0.4999999999999999,0.006808242030749808,0.8528434559066181,0.0,0.5963510254110137,0.4272157105424651,0.4857451685874788,0.10573248407643313,0.005095541401273885,0.029299363057324838,0.12738853503184713,0.008917197452229299,0.02802547770700637,0.13503184713375796,0.21273885350318472,0.21273885350318472,0.11210191082802548,0.006369426751592357,0.0025477707006369425,0.014012738853503185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15384615384615385,0.0,0,1
1768,Kendall-Jackson Grand Reserve Cabernet Sauvignon 2012,2012,Kendall-Jackson,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.5555555555555555,0.006808242030749808,0.7456493840508381,0.0,0.9856448646851603,0.43353176977678953,0.7959725965936741,0.17941712204007285,0.0036429872495446266,0.012750455373406194,0.11293260473588344,0.00546448087431694,0.030054644808743168,0.13934426229508196,0.2367941712204007,0.12932604735883424,0.12568306010928962,0.00546448087431694,0.0009107468123861566,0.01821493624772313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.0,0,1
1769,Gnarly Head 1924 Double Black Cabernet Sauvignon (Limited Edition) 2017,2017,Gnarly Head,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.5555555555555555,0.006808242030749808,0.7242787360689594,0.0,0.9470338905065737,0.555540596983042,0.7586533360207555,0.23884892086330936,0.004316546762589928,0.014388489208633094,0.1107913669064748,0.002877697841726619,0.020143884892086333,0.15683453237410072,0.2446043165467626,0.07482014388489208,0.1251798561151079,0.002877697841726619,0.0,0.004316546762589928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,1
1770,Grgich Hills Chardonnay 2012,2012,Grgich Hills,Napa Valley Chardonnay,Chardonnay,0,0.6666666666666664,0.006718066639614049,0.7221887524184103,0.0,0.9616957942270024,0.6725387789079644,0.0,0.0012476606363069245,0.11291328758577665,0.002183406113537118,0.09076731129132876,0.011852776044915784,0.16781035558328133,0.08359326263256395,0.22988147223955085,0.0018714909544603868,0.05458515283842795,0.13505926388022454,0.05084217092950717,0.05739238927011853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.0,0,0
1771,Sterling Vineyards Vintner's Collection Meritage 2013,2013,Sterling Vineyards,Californian Meritage,Meritage,0,0.38888888888888895,0.006718066639614049,0.9549626929113469,0.0,0.9881907512157176,0.44588802718367354,0.7650603203920932,0.1393188854489164,0.004643962848297214,0.008513931888544891,0.10294117647058824,0.004643962848297214,0.027089783281733747,0.13777089783281735,0.26160990712074306,0.17414860681114552,0.12306501547987615,0.004643962848297214,0.002321981424148607,0.009287925696594429,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.15384615384615385,1.0,1,1
1772,Decoy Sonoma County Chardonnay 2016,2016,Decoy,Californian Chardonnay,Chardonnay,0,0.4999999999999999,0.00662789124847829,0.7869301676096693,0.0,0.9504039542059167,0.7786685565853917,0.0,0.0026402640264026407,0.12145214521452145,0.0019801980198019802,0.04818481848184818,0.0198019801980198,0.1801980198019802,0.060066006600660075,0.2600660066006601,0.0033003300330033004,0.050165016501650166,0.16105610561056105,0.03894389438943895,0.05214521452145215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0
1773,Rabble Cabernet Sauvignon (Mossfire Ranch) 2013,2013,Rabble,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.44444444444444453,0.006582803552910411,0.7485763604389432,0.0,0.9733185307330452,0.49908363127970023,0.8153763429657006,0.2060702875399361,0.004792332268370607,0.03514376996805112,0.11980830670926518,0.001597444089456869,0.020766773162939296,0.10862619808306707,0.2044728434504792,0.1805111821086262,0.09904153354632587,0.004792332268370607,0.0,0.014376996805111819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,1
1774,Bogle Chardonnay 2018,2018,Bogle,Californian Chardonnay,Chardonnay,0,0.5555555555555555,0.006582803552910411,0.763730768626003,0.0,0.9687738360851142,0.8266062836165825,0.0,0.005258126195028681,0.07170172084130019,0.0021510516252390053,0.0372848948374761,0.0057361376673040155,0.22036328871892927,0.08221797323135756,0.3087954110898661,0.006692160611854685,0.06787762906309751,0.10564053537284897,0.04206500956022945,0.04421606118546845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0.0,0,0
1775,Ramey Cabernet Sauvignon Napa Valley 2013,2013,Ramey,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.006582803552910411,0.8302328223123737,0.0,0.9626246140467977,0.4410089954467277,0.7989157985562051,0.19708029197080293,0.0018248175182481753,0.016423357664233574,0.15054744525547445,0.007299270072992701,0.0364963503649635,0.1395985401459854,0.2271897810218978,0.10948905109489053,0.10583941605839416,0.002737226277372263,0.0,0.005474452554744526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,1
1776,Meiomi Chardonnay 2017,2017,Meiomi,Californian Chardonnay,Chardonnay,0,0.5555555555555555,0.006582803552910411,0.778951868778427,0.0,0.9708177655311316,0.8037577144748761,0.0,0.0006275494195167869,0.06808911201757137,0.0021964229683087548,0.05491057420771886,0.008471917163476624,0.2171320991528083,0.0718544085346721,0.2748666457483527,0.0021964229683087548,0.062127392532161915,0.1299027298399749,0.05522434891747725,0.05240037652965171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0
1777,Starmont Cabernet Sauvignon 2011,2011,Starmont,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.5555555555555555,0.0065377158573425315,0.8419189788874741,0.0,0.9830993624240983,0.4393064516774004,0.7728182921605158,0.1981735159817352,0.010958904109589041,0.011872146118721463,0.1095890410958904,0.006392694063926941,0.028310502283105023,0.1324200913242009,0.22922374429223746,0.12511415525114156,0.1278538812785388,0.00730593607305936,0.0027397260273972607,0.01004566210045662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20512820512820512,0.0,0,1
1778,Trefethen Cabernet Sauvignon 2014,2014,Trefethen,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.0065377158573425315,0.8473261224370434,0.0,0.9679323870137461,0.4299234954981039,0.7976142321862553,0.2047111609646663,0.003925967470555244,0.01346045989904655,0.14189568143578238,0.00616937745372967,0.028603477285473917,0.11777902411665732,0.2557487380818845,0.10207515423443636,0.10375771172181716,0.005608524957936063,0.0,0.016264722378014584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1282051282051282,0.0,0,1
1779,HandCraft Petite Sirah 2013,2013,HandCraft,Californian Petite Sirah,Petite Sirah,0,0.4999999999999999,0.006492628161774652,0.8455470413969739,0.0,0.9076902559732369,0.5309724745716663,0.9881230253487455,0.265905383360522,0.0016313213703099511,0.04567699836867863,0.09624796084828713,0.011419249592169658,0.03588907014681892,0.11419249592169654,0.16476345840130505,0.08809135399673736,0.1566068515497553,0.008156606851549755,0.0,0.011419249592169658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15384615384615385,0.0,0,1
1780,Jamieson Ranch Vineyards Double Lariat Cabernet Sauvignon 2013,2013,Jamieson Ranch Vineyards,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.006492628161774652,0.8294854951220815,0.0,0.9730036522186325,0.44446647340551576,0.7748149800296636,0.1798165137614679,0.0,0.011009174311926606,0.12477064220183487,0.005504587155963303,0.028440366972477062,0.13577981651376148,0.26788990825688075,0.12660550458715594,0.10550458715596332,0.004587155963302753,0.0009174311926605504,0.009174311926605505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,1
1781,The Prisoner Thorn Merlot 2013,2013,The Prisoner,Californian Merlot,Merlot,0,0.7222222222222222,0.006447540466206772,0.41719826343233246,0.0,0.8198793571761906,0.6234641102150713,0.4868238793182775,0.18689788053949905,0.0019267822736030828,0.02119460500963391,0.1014771997430957,0.011560693641618495,0.023763648041104687,0.15928066795118814,0.2260757867694284,0.1130378933847142,0.13937058445728967,0.0044958253050738604,0.0019267822736030828,0.008991650610147721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.0,0,1
1782,Duckhorn Napa Valley Sauvignon Blanc 2013,2013,Duckhorn,Californian Sauvignon Blanc,Sauvignon Blanc,0,0.5555555555555555,0.006447540466206772,0.9792658280019356,0.0,0.6055433989316419,0.4232497441475583,0.0,0.006996501749125438,0.2773613193403298,0.0024987506246876567,0.07846076961519241,0.02448775612193903,0.06946526736631684,0.025987006496751626,0.10144927536231883,0.0064967516241879065,0.0334832583708146,0.19640179910044975,0.1184407796101949,0.058470764617691164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15384615384615385,0.0,0,0
1783,Pine Ridge Napa Valley Cabernet Sauvignon 2012,2012,Pine Ridge,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.006447540466206772,0.8266916577437895,0.0,0.9729074634965216,0.5009618336368867,0.7741338042960518,0.18662818662818664,0.0038480038480038477,0.013949013949013949,0.1115921115921116,0.008177008177008177,0.025012025012025013,0.13900913900913903,0.2462722462722463,0.12987012987012986,0.12313612313612315,0.002886002886002886,0.00048100048100048096,0.009139009139009141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.0,0,1
1784,Kendall-Jackson Vintner's Reserve Pinot Noir 2014,2014,Kendall-Jackson,Californian Pinot Noir,Pinot Noir,0,0.44444444444444453,0.006447540466206772,0.8275572817363991,0.0,0.593239858228017,0.4310444418545444,0.4799459429854689,0.11893939393939396,0.008333333333333333,0.01212121212121212,0.08712121212121213,0.0037878787878787884,0.027272727272727268,0.14242424242424245,0.21742424242424244,0.2333333333333333,0.13106060606060607,0.007575757575757577,0.0030303030303030303,0.007575757575757577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1282051282051282,0.0,0,1
1785,Boneshaker Zinfandel 2012,2012,Boneshaker,Californian Zinfandel,Zinfandel,0,0.5555555555555555,0.006402452770638892,0.426842661285199,0.0,0.9905659411914776,0.7332298641853697,0.5783351171619495,0.16396568160152525,0.002859866539561487,0.022878932316491896,0.12726406101048618,0.0038131553860819827,0.030981887511916113,0.15252621544327932,0.25071496663489035,0.09389895138226882,0.1415633937082936,0.0019065776930409914,0.0019065776930409914,0.005719733079122974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1794871794871795,0.0,0,1
1786,The Show Cabernet Sauvignon 2012,2012,The Show,Californian Cabernet Sauvignon,Cabernet Sauvignon,0,0.38888888888888895,0.006402452770638892,0.7430015685225289,0.0,0.9813650935172402,0.49612441287522396,0.816069320735643,0.16338439095550694,0.002917578409919766,0.0175054704595186,0.08460977388767323,0.0036469730123997093,0.03574033552151714,0.1473377097009482,0.2727935813274982,0.12910284463894967,0.12691466083150985,0.002188183807439825,0.0007293946024799418,0.01312910284463895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.0,0,1
1787,Wines from Hahn Estate Pinot Noir 2013,2013,Wines from Hahn Estate,Californian Pinot Noir,Pinot Noir,0,0.38888888888888895,0.006402452770638892,0.838886588537221,0.0,0.6227857734372135,0.46192543602999303,0.4850446992905685,0.13799203892083148,0.005307386112339673,0.01238390092879257,0.1096859796550199,0.010614772224679346,0.03494029190623618,0.12074303405572755,0.18000884564352054,0.2649270234409553,0.1017249004865104,0.0070765148164528965,0.0017691287041132246,0.012826183104820877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15384615384615385,0.0,0,1
1788,Beringer Founders' Estate Pinot Noir 2014,2014,Beringer,Californian Pinot Noir,Pinot Noir,0,0.38888888888888895,0.006402452770638892,0.830237034952125,0.0,0.5991172803848263,0.4970139778684088,0.4788284376704034,0.15619223659889095,0.006469500924214418,0.01756007393715342,0.08964879852125693,0.00831792975970425,0.03512014787430684,0.11829944547134935,0.1866913123844732,0.2744916820702403,0.08040665434380778,0.0073937153419593345,0.00831792975970425,0.011090573012939002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1282051282051282,0.0,0,1
1789,Black Stallion Pinot Noir 2017,2017,Black Stallion,Californian Pinot Noir,Pinot Noir,0,0.6666666666666664,0.006357365075071013,0.8232637690987493,0.0,0.6237821235646475,0.4881243551530353,0.48403000077635266,0.11207729468599034,0.0057971014492753615,0.00966183574879227,0.09565217391304348,0.010628019323671498,0.021256038647343,0.14106280193236714,0.2328502415458937,0.2357487922705314,0.12367149758454105,0.0019323671497584538,0.0,0.00966183574879227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05128205128205128,0.0,0,1
1790,Calera Pinot Noir 2013,2013,Calera,Californian Pinot Noir,Pinot Noir,0,0.5555555555555555,0.006357365075071013,0.8310813998092457,0.0,0.6141526940547807,0.45427739093157754,0.4855151210824385,0.07993338884263114,0.013322231473771855,0.01582014987510408,0.1357202331390508,0.01665278934221482,0.03746877601998335,0.12073272273105745,0.1990008326394671,0.2589508742714405,0.10491257285595336,0.004163197335553705,0.0008326394671107411,0.012489592006661115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15384615384615385,0.0,0,1
1791,Grgich Hills Cabernet Sauvignon 2010,2010,Grgich Hills,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,0,0.7222222222222222,0.006357365075071013,0.8396086398890058,0.0,0.9582589080848807,0.44538008931059825,0.7952849205197395,0.18512658227848103,0.006329113924050633,0.01819620253164557,0.15348101265822786,0.009889240506329116,0.02412974683544304,0.13765822784810128,0.22231012658227847,0.08702531645569621,0.12658227848101267,0.00949367088607595,0.003955696202531646,0.015822784810126583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0.0,0,1
