grape_Malbec,flavor_score_non_oak,flavor_score_tree_fruit,grape_Sauvignon Blanc,flavor_score_oak,flavor_score_spices,grape_Sémillon,grape_Shiraz/Syrah,grape_Pinot Gris,grape_Petit Verdot,flavor_score_black_fruit,flavor_score_microbio,flavor_score_red_fruit,grape_Zinfandel,flavor_score_tropical_fruit,flavor_score_earth,grape_Petite Sirah,ratings_average,wine_name,wine_type,wine_style,taste_intensity,flavor_score_citrus_fruit,taste_fizziness,grape_Carménère,flavor_score_vegetal,grape_Cabernet Franc,grape_Pinot Noir,taste_sweetness,ratings_count,taste_acidity,grape_Chardonnay,natural_wine,taste_tannin,grape_Merlot,vintage,flavor_score_dried_fruit,winery_name,grape_Cabernet Sauvignon,flavor_score_floral
,0.11319394376351838,0.002883922134102379,,0.26820475847152125,0.08507570295602018,,1,,,0.2350396539293439,0.028118240807498196,0.10310021629416005,1,0.0007209805335255948,0.12761355443403027,,3.8,Gnarly Head Authentic Black 2013,Authentic Black,Californian Red Blend,4.928768,0.0021629416005767843,,,0.004325883201153569,,,1.9976069,2331,3.8900292,,False,3.4734128,1,2013,0.025234318673395817,Gnarly Head,1,0.004325883201153569
,0.12637362637362637,0.005744255744255744,,0.24175824175824176,0.1038961038961039,,,,,0.1893106893106893,0.023226773226773228,0.14135864135864135,,0.00024975024975024975,0.13411588411588413,,4.3,Jordan Cabernet Sauvignon 2009,Cabernet Sauvignon,Californian Cabernet Sauvignon,4.758405,0.004745254745254745,,,0.00924075924075924,,,1.4192977,2329,3.0261574,,False,3.251597,,2009,0.00924075924075924,Jordan,1,0.01073926073926074
,0.14657293497363796,0.002460456942003515,,0.24815465729349737,0.11388400702987697,,,,,0.1757469244288225,0.03022847100175747,0.11388400702987697,,0.00070298769771529,0.13884007029876977,,4.3,Sequoia Grove Cabernet Sauvignon  2016,Cabernet Sauvignon ,Napa Valley Cabernet Sauvignon,4.80475,0.001054481546572935,,,0.01124780316344464,,,1.5589544,2325,3.362732,,False,3.3009622,,2016,0.00984182776801406,Sequoia Grove,1,0.007381370826010545
,0.12074303405572756,0.007076514816452897,,0.18000884564352057,0.1017249004865104,,,,,0.13799203892083148,0.03494029190623618,0.2649270234409553,,0.0017691287041132243,0.1096859796550199,,3.8,Wines from Hahn Estate Pinot Noir 2017,Pinot Noir,Californian Pinot Noir,3.079331,0.005307386112339673,,,0.012826183104820876,,1,1.5941105,2324,3.4251325,,False,2.1042376,,2017,0.01238390092879257,Wines from Hahn Estate,,0.010614772224679346
,0.15485564304461943,0.004374453193350831,,0.2440944881889764,0.11198600174978128,,,,,0.15223097112860892,0.02974628171478565,0.17410323709536307,,0.0026246719160104987,0.1084864391951006,,3.9,Imagery Cabernet Sauvignon 2016,Cabernet Sauvignon,Californian Cabernet Sauvignon,4.5600123,0.0026246719160104987,,,0.00699912510936133,,,1.645643,2322,2.9613705,,False,3.1487267,,2016,0.006124234470691163,Imagery,1,0.0017497812773403325
,0.15338164251207728,0.0007246376811594203,,0.24178743961352658,0.09444444444444444,,,,,0.18140096618357487,0.02077294685990338,0.12198067632850242,,0.0004830917874396135,0.157487922705314,,4.2,Mount Veeder Winery Cabernet Sauvignon 2015,Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,4.820036,0.003864734299516908,,,0.008695652173913044,,,1.518618,2321,3.4535155,,False,3.476614,,2015,0.008695652173913044,Mount Veeder Winery,1,0.006280193236714976
,0.11095890410958904,0.008904109589041096,,0.1821917808219178,0.11095890410958904,,,,,0.09041095890410959,0.04726027397260274,0.36027397260273974,,0.0027397260273972603,0.057534246575342465,,3.6,Mirassou Pinot Noir 2014,Pinot Noir,Californian Pinot Noir,2.9542859,0.005479452054794521,,,0.009589041095890411,,1,1.6979795,2316,3.4380627,,False,2.0349803,,2014,0.010273972602739725,Mirassou,,0.003424657534246575
,0.1305428926647327,0.008288437629506838,,0.19436386241193535,0.11438043928719437,,,,,0.09448818897637795,0.02652300041442188,0.23995026937422295,,0.0016576875259013675,0.12225445503522586,,3.9,MacMurray Pinot Noir 2015,Pinot Noir,Californian Pinot Noir,3.0405571,0.009946125155408206,,,0.01326150020721094,,1,1.4793682,2314,3.4773483,,False,2.031444,,2015,0.012018234562784915,MacMurray,,0.03232490675507667
,0.16259695489801781,0.0037345590347601263,,0.21832806664751508,0.1281241022694628,,,,,0.12094225797184717,0.03131284113760414,0.2013789141051422,,0.0008618213157138753,0.09422579718471703,,4.4,Belle Glos Dairyman Vineyard Pinot Noir 2017,Dairyman Vineyard Pinot Noir,Californian Pinot Noir,3.3364723,0.002298190175237001,,,0.007756391841424878,,1,1.7546958,2314,3.3903656,,False,1.9939833,,2017,0.018672795173800633,Belle Glos,,0.009767308244757253
,0.1484924623115578,0.004020100502512563,,0.2364321608040201,0.11457286432160804,,,,,0.19170854271356783,0.030904522613065328,0.09396984924623115,,0.002763819095477387,0.14020100502512564,,4.4,Joseph Phelps Cabernet Sauvignon 2015,Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,4.747772,0.0037688442211055275,,,0.009045226130653266,,,1.6697083,2311,3.3565345,,False,3.3660133,,2015,0.015577889447236181,Joseph Phelps,1,0.008542713567839196
,0.14056224899598393,0.004819277108433735,,0.2321285140562249,0.13734939759036144,,,,,0.13253012048192772,0.027309236947791166,0.17751004016064256,1,0.0008032128514056225,0.10120481927710843,,3.7,Cline Zinfandel 2013,Zinfandel,Californian Zinfandel,4.7664676,0.005622489959839358,,,0.00642570281124498,,,2.6070168,2309,1.738422,,False,2.4240165,,2013,0.02971887550200803,Cline,,0.004016064257028112
,0.1518784972022382,0.005595523581135092,,0.2214228617106315,0.13229416466826538,,,,,0.06474820143884892,0.03916866506794564,0.22861710631494805,,0.0003996802557953637,0.11270983213429256,,3.8,Rodney Strong Estate Pinot Noir 2014,Estate Pinot Noir,Californian Pinot Noir,3.00631,0.005595523581135092,,,0.011191047162270184,,1,1.4029176,2304,3.4947524,,False,2.0991316,,2014,0.009992006394884092,Rodney Strong,,0.016386890487609912
,0.10722610722610723,0.002331002331002331,,0.22377622377622378,0.04428904428904429,,1,,,0.22144522144522144,0.018648018648018648,0.23193473193473194,1,0.002331002331002331,0.12237762237762238,,3.5,Cupcake Black Forest (Decadent Red) 2014,Black Forest (Decadent Red),Californian Red Blend,4.86514,0.0034965034965034965,,,0.004662004662004662,,,2.0240605,2303,3.8970506,,False,3.4115708,1,2014,0.015151515151515152,Cupcake,1,0.002331002331002331
,0.14749780509218613,0.0030728709394205445,,0.24582967515364354,0.10798946444249341,,,,,0.2115891132572432,0.02633889376646181,0.12510974539069358,,0.001755926251097454,0.1009657594381036,,3.6,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 2012,Vintner's Reserve Cabernet Sauvignon,Californian Cabernet Sauvignon,4.792615,0.005706760316066725,,,0.006584723441615452,,,1.6132419,2301,3.0762775,,False,3.3892732,,2012,0.014486391571553995,Kendall-Jackson,1,0.0030728709394205445
,0.13031550068587106,0.004686785550983082,,0.2085048010973937,0.12071330589849108,,1,,,0.2370827617741198,0.023662551440329218,0.10653863740283494,1,0.0014860539551897576,0.11534064929126657,,4,Michael David Winery Petite Petit 2011,Petite Petit,Californian Red Blend,4.8829265,0.003200731595793324,,,0.007315957933241884,,,1.8135463,2299,3.8845994,,False,3.515543,1,2011,0.030978509373571102,Michael David Winery,1,0.010173754000914494
,0.14846029173419772,0.00226904376012966,,0.24991896272285252,0.1260940032414911,,,,,0.18606158833063208,0.03176661264181523,0.0952998379254457,,0.0009724473257698541,0.13322528363047,,4.2,Honig Cabernet Sauvignon 2013,Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,4.8543234,0.002917341977309562,,,0.004862236628849271,,,1.5920604,2297,3.3800988,,False,3.4418004,,2013,0.011993517017828201,Honig,1,0.006158833063209076
,0.14441747572815533,0.002669902912621359,,0.24271844660194175,0.11213592233009709,,,,,0.19199029126213593,0.02669902912621359,0.12135922330097088,,0.0012135922330097086,0.11747572815533981,,4.3,Orin Swift Palermo Cabernet Sauvignon 2016,Palermo Cabernet Sauvignon,Napa Valley Cabernet Sauvignon,4.8083897,0.0016990291262135922,,,0.008980582524271844,,,1.7779071,2290,3.38852,,False,3.3590007,,2016,0.0220873786407767,Orin Swift,1,0.006553398058252427
,0.17597765363128492,0.0022346368715083797,,0.3125698324022346,0.14553072625698324,,1,,,0.07486033519553073,0.023743016759776536,0.1418994413407821,1,0.0008379888268156424,0.10642458100558659,,3.6,Cocobon Red Blend 2013,Red Blend,Californian Red Blend,4.867489,0.0036312849162011174,,,0.002793296089385475,,,1.7953138,2289,3.871889,,False,3.312222,1,2013,0.00782122905027933,Cocobon,1,0.0016759776536312849
1,0.15095285857572718,0.0015045135406218655,,0.24072216649949849,0.12938816449348045,,,,1,0.18455366098294884,0.022066198595787363,0.1334002006018054,,0.0010030090270812437,0.11033099297893681,,4.1,Francis Ford Coppola Winery Director's Cut Cabernet Sauvignon 2015,Director's Cut Cabernet Sauvignon,Californian Bordeaux Blend,4.7767825,0.0025075225677031092,,1,0.006519558676028084,1,,1.5360916,2288,3.3372428,,False,3.430954,1,2015,0.015045135406218655,Francis Ford Coppola Winery,1,0.0020060180541624875
,0.15033350436121087,0.006670087224217547,,0.21703437660338634,0.10928681375064135,,1,,,0.2016418676244228,0.03181118522319138,0.12057465366854797,1,0.000513083632632119,0.12057465366854797,,3.9,Michael David Winery Freakshow Red 2015,Freakshow Red,Californian Red Blend,4.8296895,0.0035915854284248334,,,0.005643919958953309,,,1.8745843,2285,3.8291247,,False,3.5239131,1,2015,0.02616726526423807,Michael David Winery,1,0.0061570035915854285
,0.15317286652078774,0.0029175784099197666,,0.23340627279358134,0.13347921225382933,,,,,0.18818380743982493,0.0262582056892779,0.12035010940919037,,,0.11159737417943107,,3.9,Delicato Three Finger Jack Cabernet Sauvignon 2017,Three Finger Jack Cabernet Sauvignon,Californian Cabernet Sauvignon,4.6601787,0.0014587892049598833,,,0.00437636761487965,,,2.0076306,2279,2.906058,,False,3.2187612,,2017,0.020423048869438368,Delicato,1,0.00437636761487965
,0.07709518038594201,0.07299338118765732,,0.33177962151580126,0.06227276964668593,,,,,0.0013051179267269508,0.279854572573879,0.001771231471986576,,0.03989931947422392,0.03178894378670644,,4.4,Rombauer Vineyards Chardonnay 1980,Chardonnay,Napa Valley Chardonnay,4.8963346,0.0476368043255337,,,0.044933345763027877,,,2.403962,2279,2.693683,1,False,,,1980,0.0022373450172462014,Rombauer Vineyards,,0.006432366924582828
